hostname;ip;;versao;coleta_lic;pleft;
ra056872ag.csc.brad;172.26.246.154;AG. 3874 SUPERMERCADO BRASAO - INTERFACE;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra03935bd.cas.brad;172.25.87.4;BDN 21131  INDUSTRIAS ROMI SA II;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra18901bd.csc.brad;172.24.235.108;BDN 2309 WEST SIDE SHOP;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra056942.bhe.brad;172.26.245.178;29327_29328 BDN ESTACAO ELDORADO;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra09296pb.cta.brad;172.25.89.140;PAB 0426-16 SPAIPA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra11654bd.poc.brad;172.26.25.180;BDN.4996 PAE CIEE ESCOLA - INTERFACE DE GERENCIAMETNO PRIEMSYS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra33772ag.sat1.brad;172.27.233.60;AGS 3772 3773 MANAUS I & II ATP ASBACE;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra039416.jpa.brad;172.24.225.60;5209 BDN GUARARAPES TEXTIL;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra056871.csc.brad;172.26.246.150;AG 3891 BAIRRO RIO BRANCO;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra16592pb.bhe.brad;172.24.153.244;%PAB 2895_02 FIAT AUTOMOVEIS - BOMBEIROS - GALPAO 6;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra11628bd.mns.brad;172.25.190.36;BDN 12774 FUND TELEVISAO E RADIO CULTURA DO AM;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra056859.cas.brad;172.26.245.106;50253_50254_2769 BDN AVON COSMITICOS LTDA;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra09624pb.jpa.brad;172.25.202.156;PAB 05 GUARARAPES CONFEC. - AG 0321;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra056841.csc.brad;172.26.130.238; BDN PAA 29322 BDN PAA IPUACU;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra051299.rce.brad;172.25.201.52;BDN 14579 TIMBAUBA PREF;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra056811.cbf.brad;172.26.245.86;29127 BDN ALOHA SHOPPING;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra19284.blm.brad;172.24.203.76;BDN 8899 CIA DAS DOCAS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22338.vta.brad;172.25.9.236;2072 AG CARLOS CHAGAS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra11761.pae.brad;172.24.35.132;PAB 06 ARACRUZ CELULOSE S.A - AG 1972;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra04334.cens.brad;172.25.142.148;1434 AG CONDE DO BONFIM;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra060353.csl.brad;172.26.237.26;29590 BDN DESCO SUPER E ATACADO;C1700 (C1700-BNR2Y-M) versao:12.2(15)T16;n;-;
ra054586.cdl.brad;172.24.3.4;BDN 50056 PAB CAXAMBU PREFEITURA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra056685.cas.brad;172.26.128.130;29184 BDN ANTONELLI SUPERMERCADOS AMPARO;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra11862.fla.brad;172.27.19.236;PAB 1 GRENDENE SOBRAL - AG 458;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra035087.bnu.brad;172.26.231.26;27793 BDN POSTO LEAO DO TREVO BEACH;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra26162bd.sat2.brad;172.27.123.60;BDN14003 SENADOR MILTON CAMPOS - FIAT AUTOMOVEIS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra059777.cba.brad;172.26.241.58;29461 BDN SUPERMERCADO NOBRE;C1700 (C1700-BNR2Y-M) versao:12.2(15)T16;n;-;
ra38079pb.sat1.brad;172.27.158.180;05 PAB  1693-05  COSAN S.A - (UNID. JUNQUEIRA)   - AG 1693;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra055951.bnu.brad;172.25.132.124;28933 BDN MAXXI LAGES;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra35262.gna.brad;172.26.133.162; BDN PAA 26399 BDN PAA TURVANIA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra056626.bhe.brad;172.26.130.184; BDN PAA 29205 BDN PAA CAMPANARIO;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra39718.mcl.brad;172.26.126.206; BDN PAA 22828 BDN PAA JAPONVAR;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra33167ag.rce.brad;172.24.184.220;3167 AG PROPRIA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra056645.bhe.brad;172.25.112.12;29156 BDN SUPERMERCADO BRETAS HIPER IPATINGA;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra054494.csc.brad;172.24.6.12;28341 BDN PAA SULINA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra035716.bru.brad;172.25.153.172; BDN 26960 SANTA MARIA DA SERRA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra035839.cdl.brad;172.24.11.156;  26878 BDN REDE ECONOMIA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra37781bd.sat1.brad;172.27.223.188; BDN 25377 - BDN PAA CABACEIRAS DO PARAGUACU;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra19983bd.sne.brad;172.24.130.196;BDN 3532 TRANSLOR;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra15501bd.nct.brad;172.24.53.108;BDN 20698 (MASTER) BDN 27337 (SLAVE) BDN AUTO POSTO FLOR DA ESTACAO LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra056514.sat3.brad;172.17.96.12; 29114 BDN PAA SONORA;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra005176.bhe.brad;172.25.148.244;BDN 20163 / 21928 CENTRO COMERCIAL PAULAMAR LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra37626.paa.brad;172.25.227.172; 10506 RVM ALIMENTOS LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra11387bd.mbi.brad;172.25.56.164;BDN 22360 BOLSA DE MERCADORIA E FUTUROS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra17508bd.fla.brad;172.24.200.156;BDN 22083 CENTERBOX;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22120.rpo.brad;172.25.6.44;1750 AG TAMBAU;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra035022bd.sat1.brad;172.17.64.44; BDN 28055 PAA PRESIDENTE KUBITSCHEK;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra20988bd.vta.brad;172.24.110.244;BDN 22942 AUTO POSTO MIRAMAR;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra38421.sdr.brad;172.26.232.66;8263 BDN PAE BOMPRECO SUPERMERCADOS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra17454ag.fla.brad;172.24.223.220;AG 0771 PRACA SIQUEIRA CAMPOS - URB. CRATO-CE;2800 (C2800NM-ENTBASE-M) versao:12.3(14)T5;n;-;
ra035012bd.sat1.brad;172.17.63.140; BDN 28045 PAA SAO SEBASTIAO DO OESTE;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra11158.rsd.brad;172.24.144.76;1275 AG ITAJUBA;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra052167.soc.brad;172.24.67.60; BDN 25767 (MASTER) 25808 (SLAVE) BDN ESPLANADA SHOPPING;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra053214.pcs.brad;172.24.112.100;27755 BDN SUPERMERCADO SAN MICHEL;1841 (C1841-ADVENTERPRISEK9-M) versao:12.4(4)T;n;-;
ra20320bd.cens.brad;172.24.111.204;BDN 13981 EMPRESA DE MINERACAO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra21208bd.soc.brad;172.25.83.220;BDN 21600 CARREFOUR S J DOS CAMPOS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22110.cba.brad;172.25.5.188;0668 AG NOVA XAVANTINA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra030740.pcs.brad;172.27.54.132;0740 AG MONSENHOR PAULO;C1700 (C1700-BNR2SY7-M) versao:12.2(15)T9;n;-;
ra06312bd.cens.brad;172.25.115.188;BDN 9874 - ATM PAE TRANSBANK RIO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra035167bd.sat1.brad;172.27.22.188; BDN 27839 PAA CAMALAU;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22146.pae.brad;172.25.2.60;2183 AG SCHARLAU;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra19842bd.pat.brad;172.24.73.44;BDN 12294   EDITORA ABRIL - PINHEIROS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra054488.mbi.brad;172.24.4.196;26667 BDN WAL MART TAMBORE;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra39523.jve.brad;172.26.251.158;BDN  10157 AUTO POSTO MIME - INTERFACE;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra17566bd.fla.brad;172.24.219.204;BDN 14955 PAB PROCURADORIA G.DO  ESTADO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra004907.sts.brad;172.25.73.44;AG 2066 VILA BELMIRO;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra035458bd.sat1.brad;172.17.17.76; BDN 26622 SEDE NOVA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra035544bd.sat1.brad;172.17.23.204; BDN 26752 VALE DO ANARI;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra050836.poc.brad;172.25.29.108;BDN 22090 PROCOMP;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra19309.jpa.brad;172.24.203.124;AG 3055 EMPRESAS JOAO PESSOA;2800 (C2800NM-ENTBASE-M) versao:12.3(14)T5;n;-;
ra39847.cas.brad;172.25.222.228;13724 BDN NARDINI COMERCIAL DE MAQUINAS LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra030828.pae.brad;172.27.89.180;AG. 0828 TERRA DE AREIA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22364.jfa.brad;172.26.137.218;AG 2452 BARROSO;1841 (C1841-ENTBASEK9-M) versao:12.4(5a);n;-;
ra056428.mcl.brad;172.17.94.220; 29096 BDN PAA JEQUITAI;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra39309bd.sat1.brad;172.27.156.44; BDN 13512 BAUXITA PARAGOMINAS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra04386ag.cdl.brad;172.25.106.36;2778 AG R. DIAS DA CRUZ;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra19897.nct.brad;172.24.73.180;BDN 12288 PUC SP;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra035750.csl.brad;172.26.129.50; BDN PAA 28040 BDN PAA TIO HUGO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra055570.fns.brad;172.25.11.116;BDN 28743 SUPERMERCADO ANGELONI INGLESES - INTERFACE;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra038192bd.sat1.brad;172.17.79.188; BDN 28544 PAA NICOLAU VERGUEIRO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra39471.cdl.brad;172.25.28.244;20227 BARRA WORLD SHOPPING & PARK;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra39050.rce.brad;172.24.16.28; 25833 BDN HIPERMERCADO EXTRA MACEIO FAROL II;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra035074.pae.brad;172.25.194.220;  14926 BDN TELEVISAO GUAIBA LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra04372.mke.brad;172.25.117.236;2730 AG SAO CONRADO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra04565.pjk.brad;172.24.13.132;1795 AG PQE DAS NACOES;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra035006.cta.brad;172.26.128.110; BDN PAA 28064 BDN PAA ITAPERUCU;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22275.pae.brad;172.25.192.236;932 AG S FCO DE PAULA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra035023.bhe.brad;172.26.126.174; BDN PAA 28056 BDN PAA GRUPIARA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra20923ag.mns.brad;172.25.91.220;AG 2690 GRANDE CIRCULAR;1841 (C1841-ENTBASEK9-M) versao:12.4(5a);n;-;
ra054920.bru.brad;172.24.121.228;28559 BDN SUPERMERCADO WAL MART MARILIA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra061463.sdr.brad;172.26.248.222;1172 AG SHOPPING IGUATEMI SALVADOR;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra04734.igs.brad;172.25.37.172;2272 AG ALAMEDA MARCATINS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22030.sts.brad;172.25.204.12;BDN 11833 TERM ROD DE PERUIBE;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra04788.pjk.brad;172.24.14.68;2764 AG AV GIOVANNI GRONC;2800 (C2800NM-ENTBASE-M) versao:12.3(14)T5;n;-;
ra000778.poc.brad;172.24.100.180;11790 - BDN PCA D PAULO ROLIM LOUREIRO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra019375.poc.brad;172.24.239.236;BDN 21884 / 26806 MERCADO SAN;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra2085pb.mns.brad;172.24.75.196;PAB 3711-05 CEAM;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra031835.sat1.brad;172.17.99.60; AG 1835-00 AG AVENIDA CONTAGEM;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra38734bd.sat1.brad;172.24.230.92;  9258 SHOPPING MART CENTER;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra055516.pae.brad;172.25.4.180;PAB  PAB 2869-04 AUTOTRAVI BORR. E PLASTICOS LTDA - AG;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra12052bd.jfa.brad;172.25.159.68;BDN 8941 ALAMEDA CONVENIENCIAS E SERVICOS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra051323.nct.brad;172.25.47.12;BDN 14732 / 14733 HOSP MUN DE DIADEMA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra12077.csl.brad;172.24.50.140;PAB 05 RINALDI S.A INDZSTRIA PNEUMATICOS - AG 3269;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra01267.bsa.brad;172.25.184.52;2595 AGP ARAGUAINA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra056592.sat3.brad;172.17.128.76; BDN 21085 PAE AVERAMA IND. COM. ALIMENTOS LTDA,;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra061176.cens.brad;172.17.104.76; AG 3867 AV OLEGARIO MACIEL;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra06489.sjc.bd;172.25.76.140;20123 BDN SHIBATA JACAREI;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra056143.scec.brad;172.25.247.252;PAB  PAB 0097-02 HIMALAIA TRANSPORTES  - AG;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra20910ag.blm.brad;172.25.91.84;AG 0698 SANTANA DO ARAGUAIA;1841 (C1841-ADVENTERPRISEK9-M) versao:12.4(4)T;n;-;
ra050727.cas.brad;172.25.58.52;0185-01 PAB USINA SANTA ELISA S.A. - AG 0185;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra20769bd.lda.brad;172.25.47.36;BDN 22759 AUTO POSTO BREDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra004602.nct.brad;172.25.32.156;AG 0120 JABAQUARA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra12043.sdr.brad;172.25.226.228;BDN 22747_26924 POSTO PENA & CIA;1841 (C1841-ADVENTERPRISEK9-M) versao:12.4(10b);n;-;
ra20233bd.sdr.brad;172.24.225.84;BDN 22482 BOM PREGO JARDINS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra12011.nct.brad;172.25.160.156;PAB 09 CIEE - AG 0133;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra04716.poc.brad;172.25.41.244;1991 AG AV JUSCELINO KUBITSCHEK;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra12012.pjk.brad;172.24.71.164;PAB 15 CERBMICA E VELAS IGNIGCO NGK DO BRASIL - AG 0148;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra17382bd.srr.brad;172.24.79.108;SUPERM. LUZITANA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra035432.sdr.brad;172.17.15.140; BDN 14640 E 14641 CAMACAN PREFEITURA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra19393.mns.brad;172.24.137.180;PAB 3711-13  SECRETARIA MUNICIPAL DE ECONOMIA E FINANCAS - SEMEF - AG 3711;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra035590bd.sat1.brad;172.17.26.204;BDN 26696 SUPERMERCADO IDEAL;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra11240ag.bnu.brad;172.25.235.188;AG 0378 TAIO;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra11999.mke.brad;172.24.114.244;BDN 7858 ATM PAE PETROLEO IPIRANGA;C1700 (C1700-BNR2Y-M) versao:12.2(15)T16;n;-;
ra22098.csl.brad;172.25.40.252;1797 AG GRAMADO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra061128.sat1.brad;172.17.104.28; BDN 29682 PAA RIBAMAR FIQUENE;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra038003.rpo.brad;172.27.50.198;0379 - COINBRA FRUTESP S/A;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra30532pb.rpo.brad;172.24.158.148;PAB 01 MARCHESAN - AG 0532;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra03947ag.ula.brad;172.25.165.44;AG 3508 EMPRESA UBERABA;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra060341.bhe.brad;172.26.250.178;6668 AG AV BRASIL;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra21971.lda.brad;172.25.255.12; AG 1403-00 AG AV. MADRE LEONIA MILITO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra059830.vta.brad;172.26.240.222;29537 BDN MAKRO VILA VELHA;C1700 (C1700-BNR2Y-M) versao:12.2(15)T16;n;-;
ra38431.fla.brad;172.26.126.38; BDN PAA 22591 BDN PAA DERMEVAL LOBAO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra09655.csl.brad;172.24.70.164;PAB 02 GRENDENE - AG 1775;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra056961.rsd.brad;172.26.245.230;29281 BDN GRAAL ITATIAIA;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra030575.sat3.brad;172.27.123.92;AG 0575  BAIRRO CAVALEIROS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra056083.bhe.brad;172.24.182.36;50179 BDN PAE SECR. MUNIC. FINANCAS - PREF.MUNIC. BH - MG;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra021939.gna.brad;172.25.19.180;3129 - AGC CORPORATE PLATAFORMA GOIANIA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra052159.nct.brad;172.24.131.204;0904 AG JD IGUATEMI;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra17427ag.fla.brad;172.24.223.4;AG 0720 MOMBACA - CE;C1700 (C1700-BNR2Y-M) versao:12.2(15)T16;n;-;
ra011653.oco.brad;172.25.19.140;BDN 9725 - DIRETORIA EXECUTIVA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra37624.rpo.brad;172.25.188.236; 10479 CHAMPION SUPERMERCADOS BIRIGUI;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra008501.rpo.brad;172.26.227.126;AG 1717 RINCAO;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra26275bd.sat2.brad;172.27.175.220; 14224 BDN MARFRIG FRIGORIFICOS E COMERCIO DE ALIMENTOS LTDA;C1700 (C1700-BK9NO3R2SY7-M) versao:12.2(15)T16;n;-;
ra054480.cpe.brad;172.24.5.132;PAB   1902-06  ENERSUL - AG;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra052255.rce.brad;172.24.232.252;BDN 27374 HIPER KARLA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra050301.csl.brad;172.25.246.180;BDN 14412 ENCANTADO PREFEITURA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra39740bd.sat1.brad;172.27.251.188; BDN 6537 PAE BOMPRECO JANGA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra062060.sat2.brad;;;;y;Period left: Life time;
ra050625.bsa.brad;172.27.167.92;PAB 03 BOIFORTE FRIGORIFICO LTDA - AG 3291;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra39201bd.sat1.brad;172.27.133.76; BDN 35441 - BDN PAA SALGADO FILHO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra051860.mbi.brad;172.24.44.132;BDN 26903 (MASTER) BDN 26904 (SLAVE) BDN MAUA PLAZA SHOPPING;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra00490ag.gna.brad;172.25.181.36;3351 AG RUA 90 URB GOIANIA GO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra20926bd.igs.brad;172.24.71.252;BDN 14172 CUMMINS DO BRASIL LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra39501bd.sat1.brad;172.17.1.12; BDN 26260 PAA APICUM ACU;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra19285.cas.brad;172.24.87.236;BDN 40353 PAG GESSY LEVER;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra20939bd.bsa.brad;172.25.176.244;BDN 14160 NET BRASILIA LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra03907bd.jfa.brad;172.25.147.44;BDN 21063 BECTON & DICK IND CIR LT;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra035878bd.sat1.brad;172.17.48.44; BDN 27248 PAA NOVO ORIENTE DE MINAS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra11930.jve.brad;172.25.40.156;PAB 2 WEG S.A - AG 2727;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra39124bd.sat1.brad;172.27.178.124;BDN !0 @D;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra004228.bhe.brad;172.25.149.196;2638 AG PRACA DA ASSEMBLEIA;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra051114.sdr.brad;172.25.214.252;BDN 26112 RODOV DE UBAITABA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra054059.mbi.brad;172.24.9.76;50039 BDN UNILEVER DO BRASIL LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra056776.cas.brad;172.26.245.14;29182 BDN POSTO GARCIA;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra37752.pcs.brad;172.26.126.154; BDN PAA 22983 BDN PAA PIRANGUINHO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra051127.foz.brad;172.24.240.84;0967 AG CERRO LARGO - RS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra11314.mke.brad;172.25.145.140;3225 AGP JARDIM BOTANICO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra12054bd.cas.brad;172.25.97.172;BDN 7890 PAE CPFL - CAMPINAS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra059780.igs.brad;172.26.242.14;1471_20614 BDN CARREFOUR PESSE.;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra08430.pjk.brad;172.25.54.20;0368 AG CLELIA;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra056650.rsd.brad;172.26.130.154;50225 BDN PAE SERV AUTONOMO DE AGUA ESGOTO SAAE;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra04258ag.bhe.brad;172.25.162.76;3415 AG JOAO C OLIVEIRA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra039797.cens.brad;172.25.125.116;PAB 2 CACHOEIRAS DE MACACU PREFEITURA - AG 2050;C1700 (C1700-SV3Y-M) versao:12.2(13)T4;n;-;
ra056724.plt.brad;172.26.244.182;29116 BDN POSTO BUFFON BR 392;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra051088.cens.brad;172.17.22.76;AG 0886 MANGARATIBA - RJ;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra009903.fla.brad;172.25.199.36;1081 AG ARARIPINA;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra20729bd.nri.brad;172.25.124.132;BDN 2520 CARREFOUR NITEROI;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra054178.gna.brad;172.24.6.108; AG 1560-00 AG AV. PIO XII;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra31584.cba.brad;172.27.61.228;AG 1584 JUINA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra004498.liv.brad;172.25.125.36;AG 2807 BAIRRO STA ROSA;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
